name	chrom	strand	txStart	txEnd
NM_020741	chr3	-	128689781	128712986
NM_001348520	chr3	-	128628708	128721000
NM_001349275	chr3	-	129366634	129612419
NM_001349274	chr3	-	129366634	129442959
NM_001349273	chr3	-	129366634	129513382
NM_001349270	chr3	-	129366634	129612419
NM_001349269	chr3	-	129366634	129612419
NM_001349265	chr3	-	129366634	129612419
NM_001349264	chr3	-	129366634	129612419
NM_001349263	chr3	-	129366634	129612419
NM_001349271	chr3	-	129366634	129612419
NM_001349268	chr3	-	129366634	129612419
NM_001349266	chr3	-	129366634	129612419
NM_001349276	chr3	-	129366634	129612262
NM_001349272	chr3	-	129366634	129407575
NM_001128224	chr3	-	129366634	129612419
NR_003111	chr3	-	129101676	129118282
NM_015008	chr3	-	129366634	129407575
NM_001017395	chr3	-	129366634	129612419
NM_014602	chr3	-	130397777	130465696
NM_001289112	chr3	-	131252403	131756648
NM_130808	chr3	-	131252403	131754286
NM_153429	chr3	-	131252403	131758450
NM_007208	chr3	-	131181044	131221860
NR_037804	chr3	-	132276981	132441303
NM_001278683	chr3	-	134074186	134094259
NM_001278685	chr3	-	134074186	134093427
NM_005630	chr3	-	133651539	133748920
NM_016201	chr3	-	134074186	134093427
NR_106885	chr3	-	134086645	134086704
NM_016577	chr3	-	133543079	133614691
NM_002958	chr3	-	133875977	133969586
NM_001005861	chr3	-	133875977	133969586
NM_001350860	chr3	-	134325842	134369887
NM_001350859	chr3	-	134318764	134369887
NM_178554	chr3	-	134318764	134369887
NR_110175	chr3	-	136560817	136580905
NR_110176	chr3	-	136560817	136580905
NR_110177	chr3	-	136560817	136580905
NM_016216	chr3	-	137879829	137893791
NM_001288964	chr3	-	138213180	138313225
NM_001288967	chr3	-	138213180	138313225
NM_001288966	chr3	-	138218725	138313225
NM_001288965	chr3	-	138213180	138313225
NM_001320600	chr3	-	138255760	138310798
NM_001320599	chr3	-	138215765	138313225
NM_001349021	chr3	-	137980278	138048728
NM_001320598	chr3	-	138213180	138313225
NM_024491	chr3	-	138213180	138313225
NM_178130	chr3	-	137980278	138048728
NM_001200047	chr3	-	139279024	139396892
NM_001320513	chr3	-	139279024	139396892
NM_001320512	chr3	-	139279024	139396892
NM_001320511	chr3	-	139279024	139396892
NM_001320510	chr3	-	139279024	139396892
NM_178177	chr3	-	139279024	139396892
NM_001282857	chr3	-	142025448	142166904
NM_001184	chr3	-	142168076	142297668
NM_001354579	chr3	-	142168076	142297668
NM_001178139	chr3	-	141663269	141868386
NM_001178138	chr3	-	141663269	141868386
NM_001178141	chr3	-	141663269	141747507
NM_001178140	chr3	-	141663269	141719229
NM_001178142	chr3	-	141663269	141747507
NM_006286	chr3	-	141663269	141747507
NM_019001	chr3	-	142025448	142166904
NM_173653	chr3	-	142984063	143567373
NM_001318935	chr3	-	148747850	148804341
NM_001318934	chr3	-	148747913	148804341
NM_003071	chr3	-	148747903	148804341
NM_139048	chr3	-	148747903	148804341
NM_015472	chr3	-	149235015	149375888
NM_002628	chr3	-	149682690	149688741
NM_053024	chr3	-	149682690	149688741
NM_001168280	chr3	-	149235015	149375812
NM_001168278	chr3	-	149235015	149421060
NM_001348362	chr3	-	149235015	149442575
NM_001351281	chr3	-	150588831	150608847
NM_005067	chr3	-	150458909	150481263
NR_110202	chr3	-	151468966	151645963
NR_110203	chr3	-	151468966	151645963
NR_136178	chr3	-	151877252	151923218
NM_001114397	chr3	-	153993456	154042286
NR_146713	chr3	-	153101338	153480315
NR_037901	chr3	-	153742189	153838999
NM_020865	chr3	-	153993456	154042286
NM_001130960	chr3	-	155197670	155394105
NM_001349252	chr3	-	155197670	155462878
NM_001349251	chr3	-	155197670	155462878
NM_001349250	chr3	-	155197670	155394105
NM_001130961	chr3	-	155197670	155394105
NM_014996	chr3	-	155197670	155422053
NR_038387	chr3	-	156465131	156534851
NM_024621	chr3	-	156977531	157217445
NM_001167911	chr3	-	156977531	157221136
NM_001167912	chr3	-	156977531	157221136
NM_020800	chr3	-	159974773	160117320
NM_001190242	chr3	-	159974773	160101554
NR_108088	chr3	-	159631189	159924879
NR_148401	chr3	-	159945240	160167626
NR_148402	chr3	-	159974773	160167626
NR_148403	chr3	-	159974773	160203535
NM_001190241	chr3	-	159974773	160117320
NM_001320679	chr3	-	161062579	161090738
NM_001040100	chr3	-	161062579	161089871
NR_033945	chr3	-	162895030	163021089
NR_126405	chr3	-	164431882	164549268
NR_137636	chr3	-	165490690	165555260
NR_137635	chr3	-	165490690	165555260
NM_001041	chr3	-	164696685	164796283
NM_000055	chr3	-	165490690	165555260
NM_001348952	chr3	-	167196472	167371771
NM_001199202	chr3	-	166958076	167098071
NM_024687	chr3	-	166958076	167098085
NM_001199201	chr3	-	166958076	167098085
NM_001348951	chr3	-	167196472	167375791
NM_020949	chr3	-	170177341	170303863
NM_001130081	chr3	-	171318194	171528284
NM_002662	chr3	-	171318194	171528284
NM_003810	chr3	-	172223297	172241297
NM_020792	chr3	-	172348434	172429008
NM_001190942	chr3	-	172223297	172241297
NM_031955	chr3	-	172607146	172859058
NM_001146278	chr3	-	172348434	172429008
NM_001146277	chr3	-	172348434	172429008
NM_001146276	chr3	-	172348434	172429008
NR_033994	chr3	-	172223297	172241297
NR_046713	chr3	-	174952881	174988885
NM_024665	chr3	-	176737142	176915114
NM_001321195	chr3	-	176737142	176914272
NM_001321194	chr3	-	176737142	176915114
NM_001321193	chr3	-	176737142	176914272
NM_022470	chr3	-	178735010	178789656
NM_152240	chr3	-	178735010	178789656
NM_001256750	chr3	-	179512746	179754841
NM_001256751	chr3	-	179512746	179754841
NM_001256754	chr3	-	179512746	179692008
NM_001256753	chr3	-	179512746	179754841
NM_001256755	chr3	-	179512746	179692008
NM_001349399	chr3	-	179512746	179754841
NM_001349390	chr3	-	179512746	179692008
NM_001349389	chr3	-	179512746	179754841
NM_001349388	chr3	-	179512746	179692008
NM_001349387	chr3	-	179512746	179692008
NM_001349386	chr3	-	179512746	179692008
NM_001349410	chr3	-	179512746	179692008
NM_001349409	chr3	-	179512746	179692008
NM_001349396	chr3	-	179512746	179754841
NM_001349395	chr3	-	179512746	179692008
NM_001256756	chr3	-	179512746	179692008
NM_001349397	chr3	-	179512746	179692008
NM_001256752	chr3	-	179512746	179754841
NM_001349398	chr3	-	179512746	179754841
NM_001349393	chr3	-	179512746	179692008
NM_001349392	chr3	-	179512746	179692008
NM_001349391	chr3	-	179512746	179692008
NM_016559	chr3	-	179512746	179754841
NR_146167	chr3	-	179512746	179692008
NM_001349408	chr3	-	179512746	179692008
NM_001349406	chr3	-	179512746	179692008
NM_001349394	chr3	-	179512746	179692008
NM_001349404	chr3	-	179512746	179754841
NM_001349401	chr3	-	179512746	179754841
NR_109986	chr3	-	180425377	180587966
NR_125407	chr3	-	181138950	181160274
NR_040105	chr3	-	182164757	182204150
NM_015078	chr3	-	182895791	183146057
NM_130446	chr3	-	183205315	183273500
NM_014398	chr3	-	182840002	182880667
NM_006548	chr3	-	185360918	185542844
NM_001966	chr3	-	184908411	184971886
NM_001291875	chr3	-	185360918	185538919
NM_001291874	chr3	-	185360918	185538919
NM_001291873	chr3	-	185360918	185538919
NM_001291872	chr3	-	185360918	185538919
NR_138486	chr3	-	185360918	185542844
NM_001291869	chr3	-	185360918	185542844
NM_001166415	chr3	-	184908411	184971886
NM_001025266	chr3	-	184794625	184870836
NM_001007225	chr3	-	185360918	185542844
NM_002916	chr3	-	186507681	186524290
NM_001080744	chr3	-	185864989	186080023
NM_001346	chr3	-	185864989	186080023
NM_001080745	chr3	-	185864989	186080023
NM_181573	chr3	-	186507681	186524484
NM_001146686	chr3	-	190570525	190580465
NM_178496	chr3	-	192514604	192635950
NM_032279	chr3	-	193116755	193272911
NM_198505	chr3	-	192992577	193096632
NR_136179	chr3	-	193723244	193788759
NM_018385	chr3	-	194361516	194393206
NM_001308069	chr3	-	194789007	194968649
NM_004488	chr3	-	194115549	194119995
NM_152531	chr3	-	194789012	194991895
NM_001647	chr3	-	195295572	195311076
NR_003264	chr3	-	195686791	195717150
NM_001204388	chr3	-	196769430	196911002
NM_001204387	chr3	-	196769430	196911002
NM_001204386	chr3	-	196769430	197025447
NM_001098424	chr3	-	196769430	197025447
NM_004087	chr3	-	196769430	197025447
NM_005929	chr3	-	196728611	196756687
NM_001290983	chr3	-	196769430	197026143
NM_152617	chr3	-	196195656	196230639
NM_001134435	chr3	-	197615945	197676796
NM_004051	chr3	-	197236653	197282858
NM_203315	chr3	-	197236653	197300194
NM_203314	chr3	-	197236653	197282858
NR_003291	chr3	-	197784403	197807542
NM_001323030	chr3	-	197640592	197676796
NM_001323029	chr3	-	197615945	197686890
NM_001323028	chr3	-	197615945	197686890
NM_001323027	chr3	-	197615945	197676796
NM_032263	chr3	-	197615945	197686890
NR_144486	chr3	-	237440	239024
NR_144487	chr3	-	237440	239024
NR_110739	chr3	-	405055	427478
NR_046555	chr3	-	2152092	2185925
NR_046554	chr3	-	3081344	3102829
NM_001173482	chr3	-	3191316	3221401
NM_016302	chr3	-	3191316	3221401
NR_108075	chr3	-	4532000	4534847
NR_004428	chr3	-	4790877	4793274
NR_125914	chr3	-	4938492	4948186
NR_039953	chr3	-	5291861	5291940
NR_131906	chr3	-	6934323	6935704
NR_046606	chr3	-	7561427	7576971
NM_015931	chr3	-	8661085	8693764
NM_001256748	chr3	-	8661085	8686484
NM_001256749	chr3	-	8661085	8693764
NR_046358	chr3	-	8661085	8686484
NM_001354655	chr3	-	8792094	8810918
NM_001354654	chr3	-	8792094	8811300
NM_001354653	chr3	-	8792094	8811300
NM_001354656	chr3	-	8792094	8810412
NM_000916	chr3	-	8792094	8811300
NM_020165	chr3	-	8918879	9005159
NM_003656	chr3	-	9799028	9811668
NM_022094	chr3	-	9908393	9920740
NM_001351738	chr3	-	9879486	9885743
NM_001351736	chr3	-	9879486	9885580
NM_001199623	chr3	-	9908393	9920496
NM_001321144	chr3	-	9908393	9921938
NM_001321143	chr3	-	9908393	9921938
NM_001321142	chr3	-	9908393	9921938
NM_173659	chr3	-	9879486	9885743
NM_001199552	chr3	-	9908393	9921938
NM_001199551	chr3	-	9908393	9921938
NM_001351737	chr3	-	9879486	9885743
NM_001142547	chr3	-	9879486	9885743
NM_001318871	chr3	-	9990264	9994099
NM_207351	chr3	-	9987225	9994099
NR_134900	chr3	-	9987225	9994099
NR_002786	chr3	-	10059236	10067820
NM_018447	chr3	-	10004363	10052932
NR_148535	chr3	-	10048106	10052932
NM_001164839	chr3	-	10145818	10149915
NM_173472	chr3	-	10123003	10149915
NM_001134945	chr3	-	10327433	10334631
NM_001134944	chr3	-	10327433	10334631
NM_001134946	chr3	-	10327433	10334631
NR_126505	chr3	-	10327433	10334631
NM_001134941	chr3	-	10327433	10334631
NM_001302821	chr3	-	10327433	10334631
NM_001302825	chr3	-	10327433	10334631
NM_001302824	chr3	-	10327433	10334631
NM_001302823	chr3	-	10327433	10334631
NM_001302822	chr3	-	10327433	10334631
NM_016362	chr3	-	10327433	10334631
NR_030614	chr3	-	10436172	10436246
NR_046766	chr3	-	10667700	10668492
NR_027102	chr3	-	10801026	10805894
NR_152730	chr3	-	10801026	10805894
NR_046647	chr3	-	11047783	11060910
NM_001128220	chr3	-	11597540	11623865
NM_001284391	chr3	-	11597540	11646055
NM_001128221	chr3	-	11597540	11610398
NR_104314	chr3	-	11831915	11888393
NR_135609	chr3	-	11831915	11888393
NR_135610	chr3	-	11831915	11888393
NR_135611	chr3	-	11831915	11888393
NM_001284401	chr3	-	11831915	11888393
NM_001321295	chr3	-	11831915	11888393
NM_001321294	chr3	-	11831915	11888393
NM_138807	chr3	-	11831915	11888393
NM_003256	chr3	-	12194567	12200851
NM_001354695	chr3	-	12625099	12705700
NM_001354693	chr3	-	12625099	12705700
NM_001354692	chr3	-	12625099	12705700
NM_001354690	chr3	-	12625099	12705007
NM_001354689	chr3	-	12625099	12705700
NM_001354694	chr3	-	12625099	12705700
NM_001354691	chr3	-	12625099	12705700
NM_002880	chr3	-	12625099	12705700
NR_148942	chr3	-	12625099	12705700
NR_148940	chr3	-	12625099	12705700
NR_148941	chr3	-	12625099	12705700
NM_018306	chr3	-	12775028	12800808
NM_001284406	chr3	-	12775028	12810956
NM_001284408	chr3	-	12775028	12800808
NM_001284407	chr3	-	12775028	12800808
NR_002582	chr3	-	12881810	12881949
NR_136189	chr3	-	12919020	12926710
NM_001007074	chr3	-	12876443	12881949
NM_001007073	chr3	-	12876443	12883081
NM_000994	chr3	-	12876443	12883081
NR_046690	chr3	-	13518487	13521553
NM_004628	chr3	-	14186647	14220172
NM_001354726	chr3	-	14186647	14220172
NM_001354730	chr3	-	14186647	14220172
NM_001354729	chr3	-	14186647	14220172
NM_001354727	chr3	-	14186647	14220172
NR_148950	chr3	-	14186647	14220172
NR_148951	chr3	-	14186647	14220172
NR_110135	chr3	-	14389950	14394068
NR_135245	chr3	-	14840837	14852921
NR_046252	chr3	-	14984285	14989012
NR_046253	chr3	-	14984285	14989012
NR_046254	chr3	-	14984285	14989012
NR_046255	chr3	-	14984285	14989400
NR_046251	chr3	-	14984285	14989948
NM_022340	chr3	-	15111575	15140664
NR_126155	chr3	-	15137177	15140664
NM_022497	chr3	-	15090018	15106844
NM_001302378	chr3	-	15111575	15140664
NR_135246	chr3	-	15083757	15106844
NR_135247	chr3	-	15083757	15106844
NR_027927	chr3	-	15206868	15247466
NM_080538	chr3	-	15491639	15540379
NM_080539	chr3	-	15491639	15563258
NM_005677	chr3	-	15491639	15563258
NR_036232	chr3	-	15537745	15537815
NM_001284416	chr3	-	15602210	15643359
NR_104315	chr3	-	15602210	15643359
NM_001284415	chr3	-	15602210	15643359
NM_001284413	chr3	-	15602210	15643359
NM_012260	chr3	-	15602210	15643359
NM_001349285	chr3	-	15822941	15839691
NM_001349284	chr3	-	15822941	15839691
NR_036085	chr3	-	15738804	15738878
NM_206831	chr3	-	16298567	16306496
NM_001047434	chr3	-	16298567	16306496
NM_001195470	chr3	-	18386879	18466829
NM_001131010	chr3	-	18386879	18480265
NM_002971	chr3	-	18386879	18466829
NR_039954	chr3	-	19356339	19356423
NM_001252657	chr3	-	20026835	20053765
NR_027694	chr3	-	20021452	20053765
NR_131179	chr3	-	20210971	20227725
NM_001199257	chr3	-	20202084	20227725
NM_001199256	chr3	-	20202084	20227725
NM_001199255	chr3	-	20210971	20227725
NM_001199254	chr3	-	20202084	20227725
NM_001199253	chr3	-	20210971	20227725
NM_001199252	chr3	-	20202084	20227725
NM_001199251	chr3	-	20210971	20227725
NM_138484	chr3	-	20202084	20227725
NR_131180	chr3	-	20210971	20227725
NM_001012413	chr3	-	20210971	20227725
NM_001012412	chr3	-	20202084	20227725
NM_001012411	chr3	-	20210971	20227725
NM_001012410	chr3	-	20202084	20227725
NM_001012409	chr3	-	20210971	20227725
NR_136177	chr3	-	23236560	23244069
NR_136176	chr3	-	23236560	23244484
NR_046652	chr3	-	23845514	23848396
NM_020345	chr3	-	23933571	23958537
NR_026834	chr3	-	24141464	24144738
NR_039955	chr3	-	24562852	24562926
NR_134933	chr3	-	25424595	25426418
NR_039644	chr3	-	25706363	25706430
NR_034055	chr3	-	25900022	25915186
NM_001304384	chr3	-	27152393	27258014
NM_001031741	chr3	-	27152393	27258014
NM_001258380	chr3	-	27414211	27498245
NM_003615	chr3	-	27414211	27498245
NM_005442	chr3	-	27757439	27764206
NM_001278183	chr3	-	27757439	27764206
NM_001278182	chr3	-	27757439	27764206
NR_132438	chr3	-	27872376	27875627
NM_001134433	chr3	-	28373179	28390618
NM_001134432	chr3	-	28373179	28390618
NM_022461	chr3	-	28363843	28390618
NM_001271650	chr3	-	28363843	28390618
NR_109804	chr3	-	29305684	29322430
NR_046556	chr3	-	29968301	29975647
NR_130459	chr3	-	31203195	31203279
NM_017801	chr3	-	32522803	32544403
NM_001329135	chr3	-	32567462	32612416
NM_016141	chr3	-	32567462	32612366
NR_106753	chr3	-	32547774	32547881
NM_001135602	chr3	-	33038099	33138722
NM_001079811	chr3	-	33038099	33138324
NM_001136238	chr3	-	33131907	33138293
NM_001317040	chr3	-	33038099	33138722
NM_001039770	chr3	-	33131907	33138293
NM_000404	chr3	-	33038099	33138722
NM_015551	chr3	-	33191536	33260707
NM_001128161	chr3	-	33429828	33481897
NM_001128160	chr3	-	33429828	33481870
NM_014517	chr3	-	33429828	33481870
NM_033403	chr3	-	36753912	36781352
NR_147141	chr3	-	36862040	36863991
NM_014805	chr3	-	37027356	37034795
NM_001282691	chr3	-	37094116	37216706
NM_001348302	chr3	-	37094116	37217851
NM_017724	chr3	-	37094116	37217851
NM_001348299	chr3	-	37094116	37217851
NM_001348303	chr3	-	37094116	37217851
NM_006309	chr3	-	37094116	37216096
NM_001134369	chr3	-	37094116	37217851
NM_001348300	chr3	-	37094116	37217851
NM_001348301	chr3	-	37094116	37217851
NR_145514	chr3	-	37214288	37217851
NM_001348297	chr3	-	37094116	37217851
NM_001348311	chr3	-	37094116	37217851
NM_001348310	chr3	-	37094116	37217851
NM_001348308	chr3	-	37094116	37217851
NM_001348307	chr3	-	37094116	37216381
NM_001348309	chr3	-	37094116	37217851
NM_001348306	chr3	-	37094116	37217851
NM_001348305	chr3	-	37094116	37217851
NM_001348304	chr3	-	37094116	37217851
NM_001348298	chr3	-	37094116	37217851
NR_149029	chr3	-	37283282	37285686
NR_024071	chr3	-	38048986	38066278
NM_001130964	chr3	-	38048986	38066278
NM_006225	chr3	-	38048986	38071154
NM_001130410	chr3	-	38164200	38178733
NR_024024	chr3	-	38164200	38178733
NM_001607	chr3	-	38164200	38178733
NR_028389	chr3	-	38492517	38496311
NM_001278789	chr3	-	39138089	39149391
NM_001278790	chr3	-	39138089	39149391
NM_031899	chr3	-	39138089	39149854
NM_001320559	chr3	-	39183341	39188921
NR_103866	chr3	-	39138089	39149391
NR_103867	chr3	-	39138089	39149391
NM_001337	chr3	-	39304984	39321527
NM_001351377	chr3	-	39224700	39234087
NM_001198621	chr3	-	39224700	39234087
NM_194293	chr3	-	39224700	39234087
NR_040100	chr3	-	40432441	40494799
NM_001174138	chr3	-	42299315	42305439
NM_000729	chr3	-	42299315	42307687
NM_144634	chr3	-	42438569	42452094
NM_001304386	chr3	-	42438569	42452094
NR_046654	chr3	-	42572387	42574098
NR_125400	chr3	-	42653801	42695880
NM_144719	chr3	-	42749873	42814745
NM_014056	chr3	-	42824399	42846027
NM_001099669	chr3	-	42824399	42846027
NM_001099668	chr3	-	42824399	42845934
NR_027753	chr3	-	42734154	42743013
NM_020707	chr3	-	42734154	42744319
NM_004391	chr3	-	42913683	42917633
NR_122033	chr3	-	42975735	42978277
NR_046757	chr3	-	43388410	43393454
NM_001287349	chr3	-	44540461	44552132
NM_181489	chr3	-	44481261	44519162
NM_001351479	chr3	-	44462623	44464429
NM_001351480	chr3	-	44462623	44465517
NR_046658	chr3	-	44658619	44666289
NM_020696	chr3	-	44790235	44803173
NM_001320334	chr3	-	44790235	44803173
NM_022842	chr3	-	45123765	45187914
NM_178181	chr3	-	45151707	45187914
NM_015444	chr3	-	45265955	45267814
NR_048543	chr3	-	45524186	45551037
NR_033947	chr3	-	45719656	45730374
NM_022405	chr3	-	45796940	45838035
NM_020208	chr3	-	45796940	45838035
NM_005283	chr3	-	46062290	46068979
NM_001024644	chr3	-	46062290	46068979
NM_001295	chr3	-	46243199	46249832
NM_001321122	chr3	-	46477495	46526724
NM_001321121	chr3	-	46477495	46506653
NM_001199149	chr3	-	46477495	46505161
NR_125406	chr3	-	46406150	46448550
NM_002343	chr3	-	46477495	46506653
NR_151704	chr3	-	46458006	46465158
NM_024512	chr3	-	46556877	46608040
NM_013270	chr3	-	46753605	46759373
NM_001190707	chr3	-	46710484	46735146
NM_147129	chr3	-	46710484	46735203
NR_033815	chr3	-	46710484	46735203
NR_135622	chr3	-	46710484	46735203
NR_147121	chr3	-	46761072	46777917
NM_199183	chr3	-	46783580	46786245
NR_148409	chr3	-	46871032	46875313
NM_182702	chr3	-	46871032	46875585
NM_000258	chr3	-	46899356	46904973
NM_001277074	chr3	-	46963219	47018257
NR_102269	chr3	-	46963219	47017991
NM_144716	chr3	-	46963219	47023500
NR_145712	chr3	-	47292008	47292099
NM_001320044	chr3	-	47455174	47517449
NM_012235	chr3	-	47455174	47517449
NM_001031703	chr3	-	47537129	47555199
NM_001206945	chr3	-	47603727	47621730
NM_001206942	chr3	-	47603727	47621730
NM_001206943	chr3	-	47603727	47620359
NM_001206944	chr3	-	47603727	47620359
NM_006574	chr3	-	47603727	47620359
NR_145791	chr3	-	47703054	47703184
NM_201567	chr3	-	48198667	48229801
NM_001789	chr3	-	48198667	48229801
NM_005793	chr3	-	48333806	48342901
NM_001308435	chr3	-	48333806	48343175
NM_001308434	chr3	-	48333806	48343175
NM_001308433	chr3	-	48333806	48342901
NM_001308431	chr3	-	48333806	48343175
NM_001308430	chr3	-	48333806	48342901
NM_001308428	chr3	-	48333806	48342901
NM_001308427	chr3	-	48333806	48342901
NM_001308426	chr3	-	48333806	48343175
NR_134638	chr3	-	48331768	48333168
NR_031749	chr3	-	48357849	48357949
NM_024661	chr3	-	48473579	48481529
NM_002673	chr3	-	48445260	48470872
NM_001256969	chr3	-	48473579	48481529
NM_001256968	chr3	-	48473579	48481529
NM_001256967	chr3	-	48473579	48481529
NM_001256966	chr3	-	48473579	48481529
NM_001256965	chr3	-	48473579	48481529
NM_001256964	chr3	-	48473579	48481529
NM_001130082	chr3	-	48445260	48471460
NM_001272065	chr3	-	48509196	48541682
NM_001272082	chr3	-	48509196	48514742
NM_001272083	chr3	-	48509196	48514742
NM_001317138	chr3	-	48555116	48594356
NM_016479	chr3	-	48509196	48541682
NM_001272068	chr3	-	48509196	48541483
NM_001317137	chr3	-	48555116	48594356
NM_001317136	chr3	-	48555116	48598613
NM_001317135	chr3	-	48555116	48594356
NM_001317134	chr3	-	48555116	48594356
NR_106881	chr3	-	48587393	48587454
NR_031756	chr3	-	48616334	48616410
NM_001272067	chr3	-	48509196	48542247
NM_001272066	chr3	-	48509196	48542259
NM_004567	chr3	-	48555116	48594356
NM_033199	chr3	-	48599150	48601201
NM_134263	chr3	-	48663155	48672926
NR_027438	chr3	-	48730883	48754711
NR_027437	chr3	-	48730883	48754711
NM_001407	chr3	-	48673895	48700348
NM_001281732	chr3	-	48663155	48672926
NM_003365	chr3	-	48636431	48647098
NM_016453	chr3	-	48711271	48723366
NM_016291	chr3	-	48725435	48754711
NM_134426	chr3	-	48663155	48672926
NM_184231	chr3	-	48711271	48723366
NR_132776	chr3	-	48642352	48642583
NR_106882	chr3	-	48671068	48671131
NR_039956	chr3	-	48681626	48681713
NM_001008269	chr3	-	48658191	48659288
NM_022911	chr3	-	48663155	48672926
NM_001281733	chr3	-	48663155	48672926
NM_001190317	chr3	-	48730883	48754711
NM_001190316	chr3	-	48730883	48754711
NM_001146178	chr3	-	48730883	48754711
NM_001146179	chr3	-	48730883	48754711
NM_001040454	chr3	-	48663155	48671279
NM_001005911	chr3	-	48730883	48754711
NM_001005910	chr3	-	48730883	48754711
NM_001005909	chr3	-	48725435	48754711
NM_004157	chr3	-	48784011	48885283
NM_001321983	chr3	-	48784011	48885283
NM_001321982	chr3	-	48784011	48885283
NM_001321989	chr3	-	48789017	48885283
NM_001123040	chr3	-	48955220	48956818
NM_000387	chr3	-	48894355	48936426
NM_001320581	chr3	-	49067139	49131065
NM_001320580	chr3	-	49067139	49131065
NM_001320583	chr3	-	49067139	49131065
NM_001320582	chr3	-	49067139	49131065
NR_029948	chr3	-	49057580	49057667
NR_029690	chr3	-	49058050	49058142
NR_073590	chr3	-	49133364	49142562
NR_106950	chr3	-	49137286	49137347
NM_198880	chr3	-	49067139	49131806
NM_018114	chr3	-	49052920	49058504
NM_017730	chr3	-	49067139	49131806
NM_001276405	chr3	-	49052920	49056041
NM_001320585	chr3	-	49067139	49131806
NM_001320584	chr3	-	49067139	49131806
NM_001272073	chr3	-	49133364	49142562
NM_005051	chr3	-	49133364	49142562
NM_000884	chr3	-	49061761	49066875
NM_001009996	chr3	-	49052920	49056041
NM_022903	chr3	-	49199967	49203785
NR_004405	chr3	-	49190291	49191834
NM_002292	chr3	-	49158546	49170599
NM_001080528	chr3	-	49215068	49229291
NM_201397	chr3	-	49394603	49396033
NM_001251877	chr3	-	49349217	49377536
NM_003363	chr3	-	49314576	49377536
NM_001329503	chr3	-	49394603	49396033
NM_001329502	chr3	-	49394603	49396033
NM_001329455	chr3	-	49394603	49396033
NM_198562	chr3	-	49306029	49314508
NM_199443	chr3	-	49314576	49377536
NM_000581	chr3	-	49394603	49396033
NM_001164711	chr3	-	49454210	49460111
NM_032316	chr3	-	49459765	49466757
NM_001164710	chr3	-	49454210	49460111
NR_028435	chr3	-	49454210	49460111
NM_001164712	chr3	-	49454210	49460111
NM_000481	chr3	-	49454210	49460111
NR_038866	chr3	-	49586738	49591799
NM_020998	chr3	-	49721379	49726196
NR_146060	chr3	-	49721379	49726196
NM_013334	chr3	-	49758908	49761407
NM_198722	chr3	-	49754266	49757238
NM_021971	chr3	-	49758908	49761407
NM_001320147	chr3	-	49895413	49907655
NM_024046	chr3	-	49895413	49907655
NM_003335	chr3	-	49842637	49851391
NR_049825	chr3	-	49843569	49843678
NM_005879	chr3	-	49866027	49893992
NM_001007540	chr3	-	49828166	49837268
NM_001142501	chr3	-	49946301	49967445
NM_032355	chr3	-	49946301	49967445
NR_045388	chr3	-	50137035	50138421
NR_135301	chr3	-	50153454	50193518
NR_110702	chr3	-	50304072	50304803
NM_006764	chr3	-	50325162	50330026
NM_012191	chr3	-	50333832	50336852
NM_001206957	chr3	-	50367216	50378367
NM_015896	chr3	-	50378536	50383177
NM_007275	chr3	-	50362339	50365669
NM_170713	chr3	-	50367216	50374895
NM_170712	chr3	-	50367216	50375664
NM_003773	chr3	-	50355220	50360281
NR_047690	chr3	-	50337319	50341032
NM_153285	chr3	-	50337319	50341032
NM_153283	chr3	-	50337319	50341032
NM_153282	chr3	-	50337319	50341032
NM_153281	chr3	-	50337319	50349812
NM_001308379	chr3	-	50378536	50383177
NM_007024	chr3	-	50392179	50396939
NM_006545	chr3	-	50384918	50388486
NM_170714	chr3	-	50367216	50378367
NM_033159	chr3	-	50337319	50341032
NM_033158	chr3	-	50355220	50360281
NM_007182	chr3	-	50367216	50378367
NM_001200018	chr3	-	50333832	50336320
NM_001200016	chr3	-	50333832	50336852
NM_013324	chr3	-	50643884	50649262
NM_016210	chr3	-	50595455	50605223
NM_145071	chr3	-	50643884	50649262
NM_001171743	chr3	-	50595455	50605223
NM_001171741	chr3	-	50595455	50608458
NM_001171740	chr3	-	50595455	50605223
NM_001143833	chr3	-	51812576	51813203
NM_001145059	chr3	-	51907736	51909600
NM_020418	chr3	-	51991469	52001450
NM_001254753	chr3	-	52002525	52008646
NM_001174100	chr3	-	51991469	52001482
NM_033010	chr3	-	51991469	51996908
NM_033008	chr3	-	51991469	52001482
NM_004704	chr3	-	51967441	51975957
NM_032750	chr3	-	52002525	52008646
NM_001146314	chr3	-	52002525	52008646
NM_152397	chr3	-	51928891	51937386
NM_000992	chr3	-	52027643	52029958
NR_027331	chr3	-	52096109	52099128
NM_001947	chr3	-	52082936	52090461
NM_007284	chr3	-	52262625	52273183
NM_017442	chr3	-	52255095	52260179
NR_029660	chr3	-	52302293	52302377
NR_029677	chr3	-	52328234	52328324
NR_046719	chr3	-	52322595	52323749
NM_003280	chr3	-	52485106	52488057
NM_004656	chr3	-	52435019	52444121
NM_020163	chr3	-	52467050	52479101
NM_152932	chr3	-	52728499	52737714
NM_001278281	chr3	-	52728499	52740099
NM_001278280	chr3	-	52728499	52740099
NM_018446	chr3	-	52728499	52740099
NM_003157	chr3	-	52742464	52804965
