name	chrom	strand	txStart	txEnd
NM_001331042	chr1	+	220921587	220958157
NM_017898	chr1	+	220921587	220958157
NM_024709	chr1	+	220863627	220872499
NR_110797	chr1	+	221002596	221005770
NM_021958	chr1	+	221052742	221058400
NR_149071	chr1	+	222139751	222158306
NR_110613	chr1	+	222763261	222765975
NR_110614	chr1	+	222763300	222765975
NR_136691	chr1	+	222910557	222924147
NM_207468	chr1	+	222910557	222924002
NM_001324080	chr1	+	222913025	222924147
NR_109927	chr1	+	222885894	222887247
NM_144695	chr1	+	222885894	222908538
NM_001288580	chr1	+	222886662	222908538
NM_001288579	chr1	+	222885894	222908538
NM_001288581	chr1	+	222886662	222908538
NM_152610	chr1	+	223566714	223568812
NM_001146068	chr1	+	223889294	223963720
NM_001748	chr1	+	223900118	223963720
NR_136590	chr1	+	224180431	224198309
NR_136591	chr1	+	224180431	224198309
NR_136592	chr1	+	224180431	224198309
NR_136593	chr1	+	224180431	224221561
NM_001321542	chr1	+	224371212	224381142
NM_001321541	chr1	+	224370909	224381142
NR_049764	chr1	+	224301788	224349749
NM_001136115	chr1	+	224301788	224349749
NM_003676	chr1	+	224370909	224381142
NM_015176	chr1	+	224301788	224349749
NR_110668	chr1	+	224407314	224415745
NR_102347	chr1	+	224544512	224564586
NM_014184	chr1	+	224544512	224564586
NM_001277198	chr1	+	224544512	224564586
NM_001277197	chr1	+	224544512	224564586
NM_001277200	chr1	+	224544512	224567153
NM_001277199	chr1	+	224544512	224564586
NM_144989	chr1	+	225117355	225155626
NM_001349912	chr1	+	225117355	225157493
NM_001136018	chr1	+	225997775	226033262
NM_001291163	chr1	+	225997835	226033262
NM_000120	chr1	+	226013001	226033262
NR_002315	chr1	+	226250427	226259703
NR_146920	chr1	+	226271275	226277990
NR_146443	chr1	+	226335703	226342678
NM_002107	chr1	+	226250407	226259703
NM_031944	chr1	+	226411318	226414756
NM_001282402	chr1	+	226411318	226414756
NM_012486	chr1	+	227058272	227083804
NM_000447	chr1	+	227058272	227083804
NM_183062	chr1	+	228003417	228034171
NR_037415	chr1	+	228284963	228285042
NM_001658	chr1	+	228270360	228286913
NM_001024226	chr1	+	228270360	228286913
NM_001024227	chr1	+	228270850	228286913
NM_001024228	chr1	+	228270850	228286913
NM_001242839	chr1	+	228327784	228336655
NM_020435	chr1	+	228337414	228347527
NM_001010867	chr1	+	228353508	228369958
NM_001242840	chr1	+	228327928	228336655
NM_001310327	chr1	+	228362250	228369958
NM_001159391	chr1	+	228332403	228336655
NM_001159390	chr1	+	228327928	228336655
NM_000858	chr1	+	228327928	228336655
NR_039812	chr1	+	228649774	228649853
NM_175055	chr1	+	228645807	228646259
NM_001010858	chr1	+	228675067	228683889
NR_002834	chr1	+	228780656	228788159
NM_021205	chr1	+	228870823	228882416
NR_073545	chr1	+	229406808	229441640
NM_001271998	chr1	+	229406808	229441640
NM_006542	chr1	+	229440128	229441250
NM_004578	chr1	+	229406808	229441640
NR_110630	chr1	+	229644176	229649834
NR_135116	chr1	+	230138463	230142909
NR_120373	chr1	+	230202941	230227777
NM_001319676	chr1	+	230883129	230937518
NM_016452	chr1	+	230883129	230937518
NM_006615	chr1	+	230883129	230937518
NR_110681	chr1	+	231010591	231014761
NR_144538	chr1	+	231114794	231136479
NM_022786	chr1	+	231114794	231136479
NM_001346992	chr1	+	231114794	231136479
NM_001316350	chr1	+	231376918	231413719
NM_014236	chr1	+	231376918	231413719
NM_032018	chr1	+	231473681	231490773
NM_001261462	chr1	+	231473681	231490773
NM_001010984	chr1	+	231473681	231490773
NM_005999	chr1	+	231664398	231702269
NM_001164550	chr1	+	231762560	231859820
NM_001164554	chr1	+	231762560	231838307
NM_001164553	chr1	+	231762560	231859820
NM_001164552	chr1	+	231762560	231859820
NM_001012958	chr1	+	231762560	231859820
NR_126441	chr1	+	232061579	232080951
NR_146922	chr1	+	232853816	232857995
NM_019090	chr1	+	232940637	232946092
NR_138024	chr1	+	233086276	233114548
NR_138025	chr1	+	233086276	233114548
NR_138026	chr1	+	233086276	233114548
NR_138028	chr1	+	233086276	233114548
NR_138027	chr1	+	233086587	233114548
NM_032324	chr1	+	233086276	233114548
NM_001329453	chr1	+	233086276	233114548
NM_001329452	chr1	+	233086276	233114548
NM_032435	chr1	+	233463513	233520894
NR_039625	chr1	+	233759897	233759965
NM_002245	chr1	+	233749749	233808258
NR_039818	chr1	+	234442212	234442285
NM_001206641	chr1	+	234509182	234519795
NM_001012985	chr1	+	234509428	234519795
NM_001301733	chr1	+	234509446	234519795
NR_033927	chr1	+	234765056	234770526
NR_125944	chr1	+	234782034	234796670
NR_038856	chr1	+	234859788	234867390
NR_036605	chr1	+	235491868	235507844
NM_001037277	chr1	+	235491752	235507844
NM_001278343	chr1	+	236849753	236927927
NM_001278344	chr1	+	236849753	236927927
NM_001103	chr1	+	236849753	236927927
NR_039626	chr1	+	237634418	237634491
NR_036695	chr1	+	240170823	240176560
NR_036069	chr1	+	241295571	241295646
NM_006027	chr1	+	242012032	242053241
NM_130398	chr1	+	242011492	242053241
NM_003686	chr1	+	242012032	242053241
NM_001319224	chr1	+	242011492	242053241
NM_001290693	chr1	+	242121068	242122364
NR_039824	chr1	+	243509477	243509557
NM_006352	chr1	+	244216506	244220780
NM_205768	chr1	+	244214560	244220778
NM_001278196	chr1	+	244212240	244220780
NM_001276349	chr1	+	244515936	244552388
NM_001276348	chr1	+	244515936	244552388
NM_001012970	chr1	+	244515936	244552388
NM_001312874	chr1	+	244998777	245008365
NM_001312873	chr1	+	244998777	245008365
NM_001312872	chr1	+	244998777	245008365
NM_001312871	chr1	+	244998607	245008365
NR_132419	chr1	+	244998777	245008365
NR_132420	chr1	+	244998777	245008365
NR_132421	chr1	+	244998777	245008365
NM_198076	chr1	+	244998630	245008365
NM_016002	chr1	+	246887377	246931440
NR_015422	chr1	+	246952918	246954788
NR_147502	chr1	+	247267812	247272863
NM_173858	chr1	+	247419373	247420447
NM_001004698	chr1	+	247654369	247655711
NM_001001915	chr1	+	247751661	247752615
NM_001001914	chr1	+	247768887	247769817
NM_001004732	chr1	+	247901916	247902861
NM_015431	chr1	+	248020500	248043438
NM_001355235	chr1	+	248097067	248098057
NM_001001963	chr1	+	248112159	248113098
NM_001001957	chr1	+	248058888	248059833
NM_001005522	chr1	+	248084319	248085258
NR_002145	chr1	+	248153568	248154493
NM_001258284	chr1	+	248185249	248186188
NM_001004491	chr1	+	248128633	248129641
NM_001004687	chr1	+	248223983	248224922
NM_001004686	chr1	+	248201473	248202607
NR_002141	chr1	+	248285437	248286082
NM_001004689	chr1	+	248366369	248367308
NM_001004690	chr1	+	248308449	248309388
NM_001004688	chr1	+	248343287	248344331
NM_017504	chr1	+	248402230	248403166
NM_030904	chr1	+	248569295	248570405
NM_001355223	chr1	+	248604417	248605434
NM_001004696	chr1	+	248524882	248525929
NM_001004136	chr1	+	248616098	248617073
NM_001005495	chr1	+	248636651	248637608
NM_001005471	chr1	+	248550909	248551836
NM_001004697	chr1	+	248651889	248652837
NM_001013355	chr1	+	248684947	248685898
NR_125950	chr1	+	248860362	248862411
NR_036070	chr1	+	249120575	249120642
NM_024836	chr1	+	249132376	249143716
NM_170725	chr1	+	249200441	249213345
NM_001017434	chr1	+	249200441	249213345
NM_001100424	chr2	+	201170984	201346986
NM_001100422	chr2	+	201170984	201346986
NM_015535	chr2	+	201170603	201346986
NM_001282735	chr2	+	201170603	201346986
NM_001282743	chr2	+	201170603	201346986
NM_001282744	chr2	+	201173672	201346986
NM_001100423	chr2	+	201171355	201346986
NM_001166264	chr2	+	33359663	33624575
NM_001166265	chr2	+	33359663	33624575
NM_206943	chr2	+	33172368	33624575
NM_001166266	chr2	+	33359663	33624575
NM_000627	chr2	+	33359663	33624575
NM_001304969	chr2	+	159313391	159537940
NM_001079810	chr2	+	167744996	168116261
NM_001199143	chr2	+	167744996	168116261
NM_003628	chr2	+	159313391	159537940
NM_001304971	chr2	+	159313391	159523172
NM_001304970	chr2	+	159313391	159537940
NM_152381	chr2	+	167744996	168116261
NM_001005476	chr2	+	159313391	159537940
NM_020864	chr2	+	226265601	226518734
NM_024080	chr2	+	234826042	234928166
NM_018968	chr2	+	946553	1371384
NM_134421	chr2	+	10443825	10567743
NM_001135191	chr2	+	9346893	9545812
NM_003887	chr2	+	9346893	9545812
NR_047499	chr2	+	11534106	11543203
NR_110196	chr2	+	12147241	12718474
NM_001258357	chr2	+	10470288	10567743
NM_002149	chr2	+	10443029	10567743
NM_003385	chr2	+	17721806	17837706
NM_001083590	chr2	+	27255773	27264565
NM_014600	chr2	+	31456879	31491260
NR_137437	chr2	+	28113481	28561767
NR_137438	chr2	+	28113481	28561767
NR_137439	chr2	+	28113481	28561767
NR_137440	chr2	+	28113481	28561767
NR_109844	chr2	+	29337743	29397581
NM_001261840	chr2	+	28113481	28561767
NM_024692	chr2	+	29338291	29406679
NM_017727	chr2	+	27255773	27264565
NM_004899	chr2	+	28113481	28561767
NM_001287528	chr2	+	29320541	29397581
NM_001287527	chr2	+	29338291	29406679
NM_001329115	chr2	+	28113481	28561767
NM_001329114	chr2	+	28113481	28561767
NM_001329113	chr2	+	28113481	28561767
NM_001329112	chr2	+	28111575	28561767
NM_032312	chr2	+	32502957	32531658
NM_199191	chr2	+	28113481	28561767
NM_199192	chr2	+	28113481	28561767
NM_199193	chr2	+	28113481	28561767
NM_199194	chr2	+	28113481	28561767
NM_016441	chr2	+	36583369	36778278
NM_001288951	chr2	+	47168312	47303275
NM_001288953	chr2	+	47143267	47303275
NM_001288955	chr2	+	47168312	47303275
NM_005400	chr2	+	45879042	46415129
NM_001348913	chr2	+	44001177	44055458
NM_001348912	chr2	+	44001177	44055458
NM_020458	chr2	+	47168312	47303275
NM_001320589	chr2	+	54342409	54532435
NM_001320588	chr2	+	54350314	54532435
NM_001320587	chr2	+	54198239	54532435
NR_135237	chr2	+	51259738	52635055
NM_138448	chr2	+	54342409	54532435
NM_001320586	chr2	+	54198239	54532435
NM_001142615	chr2	+	62900985	63273621
NM_019617	chr2	+	69201704	69208112
NM_001330425	chr2	+	71295407	71305998
NM_001330426	chr2	+	71295407	71305998
NM_017567	chr2	+	71295407	71305998
NM_001164883	chr2	+	79740059	80875988
NM_004389	chr2	+	79740059	80875988
NM_001282600	chr2	+	80532229	80875988
NM_001282597	chr2	+	79740059	80875988
NM_001282598	chr2	+	79750308	80875988
NM_001282599	chr2	+	80540503	80875988
NM_001320810	chr2	+	80532229	80875988
NM_001370	chr2	+	84743578	85046713
NM_032827	chr2	+	85980908	86018506
NM_001288706	chr2	+	102686835	102796334
NM_001320982	chr2	+	102758833	102796334
NM_001320980	chr2	+	102721033	102796334
NM_001320978	chr2	+	102686835	102796334
NM_001320981	chr2	+	102758238	102796334
NM_001320986	chr2	+	102721033	102781830
NM_000877	chr2	+	102759235	102796334
NM_001178037	chr2	+	115822246	116602311
NM_001178034	chr2	+	115919512	116602326
NM_001321908	chr2	+	115219179	116603328
NM_001321905	chr2	+	115219179	116603328
NM_001321906	chr2	+	115919509	116603328
NM_001099289	chr2	+	109745996	110262213
NM_001321909	chr2	+	115919683	116603328
NM_001178036	chr2	+	115219179	116602326
NM_001321907	chr2	+	115199934	116603328
NM_153712	chr2	+	113239742	113290222
NM_020868	chr2	+	115199934	116603328
NM_001321914	chr2	+	115919509	116603328
NM_001321913	chr2	+	116101392	116603328
NM_001321912	chr2	+	115219179	116603328
NM_001321911	chr2	+	115219179	116603328
NM_001321910	chr2	+	115199934	116603328
NM_001004360	chr2	+	115919683	116602326
NM_002830	chr2	+	120517206	120742474
NM_005270	chr2	+	121554866	121750229
NM_001354200	chr2	+	136289024	136482840
NM_001282799	chr2	+	136289024	136482840
NM_015361	chr2	+	136289024	136482840
NM_001316349	chr2	+	137523131	138435282
NM_001317003	chr2	+	149894980	150071772
NM_018328	chr2	+	148778579	149271044
NM_001199241	chr2	+	143635194	143799885
NM_003937	chr2	+	143635194	143799885
NR_110237	chr2	+	144694633	144721722
NR_033870	chr2	+	145425533	145834291
NM_001317006	chr2	+	149894980	150071772
NM_001317005	chr2	+	149894980	150071772
NM_001317004	chr2	+	149934035	150071772
NM_177964	chr2	+	149894980	150071772
NM_001032998	chr2	+	143635194	143747106
NM_052917	chr2	+	154728410	155310489
NM_001301627	chr2	+	154800906	155310489
NM_001354448	chr2	+	162480844	162841786
NM_001354450	chr2	+	162480844	162841786
NM_001354444	chr2	+	162480844	162841786
NM_001178016	chr2	+	162480844	162841786
NM_001354446	chr2	+	162480844	162841786
NM_001354453	chr2	+	162480844	162841786
NM_001354441	chr2	+	162480844	162841786
NM_001354447	chr2	+	162480844	162841786
NM_022058	chr2	+	162480844	162841786
NM_001354449	chr2	+	162480844	162841786
NM_001178015	chr2	+	162480844	162841786
NM_001354461	chr2	+	162480844	162841786
NM_001354451	chr2	+	162480844	162841786
NM_001354440	chr2	+	162480844	162841786
NM_001354442	chr2	+	162480844	162841786
NM_001354443	chr2	+	162480844	162841786
NM_001354445	chr2	+	162480844	162841786
NM_001354455	chr2	+	162480844	162841786
NM_001354460	chr2	+	162480844	162841786
NM_172070	chr2	+	170684017	170940639
NM_133646	chr2	+	173940564	174091873
NM_016653	chr2	+	173940564	174132737
NM_003659	chr2	+	178257470	178408564
NR_031666	chr2	+	179246804	179541009
NM_173651	chr2	+	186603621	186698016
NM_194250	chr2	+	185463092	185804214
NR_136318	chr2	+	191886251	191897040
NM_018534	chr2	+	206547223	206641880
NM_205863	chr2	+	205410515	206484886
NM_001302769	chr2	+	205410515	206484886
NM_003872	chr2	+	206547223	206662857
NM_152526	chr2	+	205410515	206484886
NM_057177	chr2	+	205410515	206484886
NM_201267	chr2	+	206547223	206641880
NM_201264	chr2	+	206547223	206608422
NM_001204	chr2	+	203241049	203432474
NM_201279	chr2	+	206547223	206662857
NM_201266	chr2	+	206547223	206662857
NR_047659	chr2	+	214149102	215275225
NM_021141	chr2	+	216974019	217071016
NR_047660	chr2	+	214149102	215275225
NM_032504	chr2	+	210636716	210864024
NM_024532	chr2	+	214149102	215275225
NM_182587	chr2	+	210636716	210864024
NM_152386	chr2	+	223289225	223427341
NM_015488	chr2	+	219135114	219211516
NM_001320834	chr2	+	223288770	223427341
NM_001320833	chr2	+	223289225	223427341
NM_001287241	chr2	+	231729312	231743969
NM_001287240	chr2	+	231729312	231743969
NM_030926	chr2	+	231729609	231743969
NM_001012516	chr2	+	231729664	231743969
NM_001012514	chr2	+	231729609	231743969
NM_014521	chr2	+	235860627	235964358
NM_014914	chr2	+	236402732	237040444
NM_001037131	chr2	+	236402732	237040444
NM_001291832	chr2	+	239067648	239077532
NM_175722	chr2	+	1418179	1546499
NM_001206745	chr2	+	1417232	1546499
NM_175721	chr2	+	1418179	1546499
NM_175719	chr2	+	1417232	1546499
NM_001206744	chr2	+	1417232	1546499
NM_000547	chr2	+	1417232	1546499
NM_001255985	chr2	+	3649495	3692234
NM_001287444	chr2	+	3751181	3895000
NM_024027	chr2	+	3642421	3692234
NR_045659	chr2	+	3642421	3692234
NM_001255984	chr2	+	3642421	3692234
NM_001255983	chr2	+	3642421	3692234
NM_001255982	chr2	+	3642421	3692234
NM_001255986	chr2	+	3653641	3692234
NM_001255988	chr2	+	3653641	3692234
NM_001255987	chr2	+	3653641	3692234
NM_001255989	chr2	+	3653641	3692234
NM_001321102	chr2	+	3383445	3483342
NM_016030	chr2	+	3383445	3483342
NM_199235	chr2	+	3642421	3692234
NM_001349184	chr2	+	7058924	7184313
NM_001349183	chr2	+	7073147	7184313
NM_001349182	chr2	+	7073147	7184313
NM_001349181	chr2	+	7057548	7216484
NM_014746	chr2	+	7057548	7184313
NM_001349186	chr2	+	7057548	7184313
NM_001349185	chr2	+	7057548	7216484
NR_146069	chr2	+	7073147	7095132
NM_001321834	chr2	+	9563665	9613239
NM_001321835	chr2	+	9563665	9613239
NM_016207	chr2	+	9563665	9613239
NM_198182	chr2	+	10091791	10142412
NM_001321836	chr2	+	9563665	9613239
NM_001321833	chr2	+	9563665	9613239
NM_144583	chr2	+	10861774	10925236
NM_001039362	chr2	+	10861774	10925236
NM_001349199	chr2	+	11886710	11967533
NM_001349201	chr2	+	11886710	11967533
NM_001349200	chr2	+	11886710	11967533
NM_001349206	chr2	+	11886710	11967533
NM_001349205	chr2	+	11888658	11967533
NM_001349204	chr2	+	11886710	11967533
NM_001349203	chr2	+	11886710	11967533
NR_110198	chr2	+	12147241	12223743
NR_110197	chr2	+	12147241	12271710
NM_145693	chr2	+	11886710	11967533
NM_001261427	chr2	+	11864440	11967533
NM_001349208	chr2	+	11817669	11967533
NM_001349207	chr2	+	11817669	11967533
NM_001261428	chr2	+	11817669	11967533
NM_001349202	chr2	+	11886710	11967533
NR_146080	chr2	+	11886710	11967533
NM_001282428	chr2	+	18059113	18114225
NM_002252	chr2	+	18059923	18114225
NM_001130009	chr2	+	17935426	17967180
NM_182625	chr2	+	17935124	17967180
NM_001306137	chr2	+	21346857	21367238
NM_052920	chr2	+	23608297	23931483
NM_024322	chr2	+	25015983	25045245
NM_003743	chr2	+	24807345	24993570
NM_147233	chr2	+	24807345	24993570
NM_001346880	chr2	+	24232956	24249645
NM_001291328	chr2	+	24299743	24392507
NR_111929	chr2	+	24299743	24392507
NM_001145710	chr2	+	24346349	24392507
NR_136182	chr2	+	25015983	25045245
NR_136183	chr2	+	25015983	25045245
NR_136184	chr2	+	25015983	25045245
NM_001199803	chr2	+	25015983	25045245
NM_001322101	chr2	+	25015983	25045245
NM_147223	chr2	+	24807345	24993570
NR_132378	chr2	+	25427181	25432071
NM_001319099	chr2	+	25265331	25382004
NM_014971	chr2	+	25264972	25382004
NM_017877	chr2	+	26987141	27004099
NM_016131	chr2	+	26256728	26360323
NM_033505	chr2	+	26568953	26618759
NM_001281513	chr2	+	26467615	26513333
NR_137633	chr2	+	26568953	26618759
NM_001281512	chr2	+	26467615	26513333
NM_020134	chr2	+	27070968	27173219
NM_001253724	chr2	+	27071291	27173219
NM_001253723	chr2	+	27071156	27173219
NM_000183	chr2	+	26467615	26513333
NM_001321362	chr2	+	27651418	27665124
NM_001321361	chr2	+	27651418	27665124
NM_013392	chr2	+	27651418	27665124
NM_001321358	chr2	+	27651418	27665124
NM_001321357	chr2	+	27650656	27665124
NM_001321359	chr2	+	27651418	27665124
NM_187841	chr2	+	27505296	27530307
NM_001321363	chr2	+	27651418	27665124
NM_032546	chr2	+	27505296	27530307
NM_001321539	chr2	+	29204163	29275096
NM_001321538	chr2	+	29204163	29275096
NM_153021	chr2	+	28718937	28866653
NM_001170585	chr2	+	28718937	28866653
NR_138141	chr2	+	28789223	28867001
NM_199280	chr2	+	29204163	29275096
NM_001304446	chr2	+	30670091	30867091
NM_001304445	chr2	+	30670091	30867091
NM_182551	chr2	+	30670091	30867091
NM_001002257	chr2	+	30670091	30867091
NM_014946	chr2	+	32288679	32382706
NM_199436	chr2	+	32288679	32382706
NM_016252	chr2	+	32582095	32843965
NM_017735	chr2	+	32853086	33046118
NM_001193509	chr2	+	32853086	33046118
NR_027099	chr2	+	33050499	33162270
NR_027097	chr2	+	33152193	33171202
NM_001349975	chr2	+	33661415	33789798
NM_001349979	chr2	+	33683112	33789798
NR_126403	chr2	+	33931952	34522813
NM_001349978	chr2	+	33661415	33789798
NM_170672	chr2	+	33661415	33789798
NM_001177969	chr2	+	36923832	37041937
NM_001328661	chr2	+	36923832	37041937
NR_146409	chr2	+	37458773	37489483
NR_146405	chr2	+	37458773	37498508
NR_146402	chr2	+	37458773	37498508
NM_001177971	chr2	+	36923832	37041937
NM_001177970	chr2	+	36923832	37041937
NM_053276	chr2	+	36923832	37041937
NM_001177972	chr2	+	36923832	36986818
NM_001322212	chr2	+	38152461	38294280
NR_027252	chr2	+	38358246	38408993
NM_144713	chr2	+	38177586	38294285
NM_001145451	chr2	+	39146503	39202590
NR_037875	chr2	+	39664556	39828484
NM_138801	chr2	+	38893051	38961909
NR_038441	chr2	+	40144773	40482349
NM_019063	chr2	+	42396477	42559688
NM_001330444	chr2	+	42795656	42984087
NM_001330442	chr2	+	42795656	42984087
NM_001330443	chr2	+	42795656	42984087
NM_001282755	chr2	+	42721708	42984087
NM_001282756	chr2	+	42795184	42984087
NM_020744	chr2	+	42795656	42936686
NM_001145076	chr2	+	42396477	42559688
NM_172069	chr2	+	43864438	43995126
NM_002706	chr2	+	44395941	44458612
NM_024766	chr2	+	44589042	44999731
NM_177969	chr2	+	44395941	44458612
NM_177968	chr2	+	44395941	44461742
NM_001033557	chr2	+	44395941	44458612
NM_001430	chr2	+	46524540	46613842
NR_103805	chr2	+	46656328	46668972
NM_012249	chr2	+	46769866	46811827
NM_001258281	chr2	+	47630205	47710367
NM_000251	chr2	+	47630205	47710367
NM_001198593	chr2	+	48757063	49003656
NM_172311	chr2	+	48796158	48906748
NM_001198594	chr2	+	48807725	48906748
NM_001198595	chr2	+	48757307	48825654
NM_006873	chr2	+	48757307	48825654
NM_006872	chr2	+	48844918	48906751
NM_001193487	chr2	+	48844918	48906751
NM_001346127	chr2	+	53994919	54002333
NM_001008708	chr2	+	53994919	54002333
NM_003128	chr2	+	54683453	54898583
NM_178313	chr2	+	54785530	54889445
NM_001039753	chr2	+	54952148	55199156
NM_001348514	chr2	+	56411257	56613309
NM_001348513	chr2	+	56411257	56613309
NM_001080433	chr2	+	56411257	56613309
NM_001348512	chr2	+	56411257	56613309
NM_001348516	chr2	+	56411257	56613309
NM_001348515	chr2	+	56411257	56613309
NM_001130481	chr2	+	58273846	58387055
NM_001288836	chr2	+	58273776	58387055
NM_001288837	chr2	+	58134785	58387055
NM_001288838	chr2	+	58134785	58387055
NM_001288839	chr2	+	58273776	58387055
NM_006296	chr2	+	58273776	58387055
NM_001130482	chr2	+	58273776	58387055
NM_001130480	chr2	+	58273776	58387055
NM_001130483	chr2	+	58273776	58387055
NR_033873	chr2	+	58747887	59290901
NM_001129993	chr2	+	61293004	61351426
NM_001330432	chr2	+	61293004	61351426
NM_001330434	chr2	+	61293004	61351426
NM_001330436	chr2	+	61293343	61351094
NM_001330435	chr2	+	61293004	61365169
NM_001330433	chr2	+	61293004	61365169
NM_032506	chr2	+	61293343	61365169
NM_001321782	chr2	+	62115857	62363205
NM_001321781	chr2	+	62115857	62363205
NM_152516	chr2	+	62132776	62363205
NM_001354221	chr2	+	62932856	63273621
NM_001354222	chr2	+	62932856	63273621
NM_001354220	chr2	+	62932786	63273621
NM_001354219	chr2	+	62932856	63273621
NM_001354214	chr2	+	62932786	63273621
NM_001354212	chr2	+	62932758	63273621
NM_001199112	chr2	+	63816284	63834330
NM_001199111	chr2	+	63816284	63834330
NM_001142614	chr2	+	62932786	63273621
NM_001316374	chr2	+	63815742	63834330
NM_005917	chr2	+	63815742	63834330
NM_001354215	chr2	+	62932786	63273621
NM_001354213	chr2	+	62932786	63273621
NM_001354216	chr2	+	62933447	63273621
NM_015252	chr2	+	62932856	63273621
NM_001354217	chr2	+	62934031	63273621
NM_001142616	chr2	+	62932856	63273621
NM_001354218	chr2	+	62932786	63273621
NM_006759	chr2	+	64069013	64118696
NM_001001521	chr2	+	64068097	64118696
NR_110156	chr2	+	66801161	66922720
NM_002398	chr2	+	66662531	66799891
NR_110564	chr2	+	67313577	67516376
NM_019002	chr2	+	67624441	67637533
NM_018153	chr2	+	69240275	69373496
NM_053034	chr2	+	69240275	69399689
NM_006857	chr2	+	70121074	70132368
NM_032208	chr2	+	69240275	69476459
NM_001320700	chr2	+	69969105	70053609
NM_001320698	chr2	+	69870936	70053609
NM_001320702	chr2	+	69969105	70053609
NR_037862	chr2	+	70121074	70132368
NM_001153	chr2	+	69969105	70053609
NM_001692	chr2	+	71162997	71192561
NM_001130978	chr2	+	71680752	71913893
NM_001130982	chr2	+	71693831	71913893
NM_001130987	chr2	+	71693831	71913893
NM_001252612	chr2	+	71558884	71662191
NM_001130986	chr2	+	71693831	71913893
NM_001252613	chr2	+	71558884	71662191
NM_003494	chr2	+	71680752	71913893
NM_001130979	chr2	+	71680752	71913893
NM_001130980	chr2	+	71680752	71913893
NM_001130983	chr2	+	71693831	71913893
NM_001130984	chr2	+	71693831	71913893
NM_001130985	chr2	+	71693831	71913893
NM_001130455	chr2	+	71693831	71913893
NM_001130981	chr2	+	71680752	71913893
NM_014497	chr2	+	71558884	71662191
NM_001130977	chr2	+	71680752	71913893
NM_001130976	chr2	+	71680752	71913893
NM_001014972	chr2	+	71558884	71662191
NM_015120	chr2	+	73612885	73837046
NM_001287491	chr2	+	74213530	74335302
NR_027749	chr2	+	74710199	74721691
NM_022492	chr2	+	74710199	74721691
NM_000189	chr2	+	75059781	75120481
NR_110281	chr2	+	75751193	75769832
NR_136311	chr2	+	78772656	78793210
NR_136312	chr2	+	78772656	78793210
NM_006590	chr2	+	85843214	85876407
NM_031283	chr2	+	85360582	85537511
NM_001256728	chr2	+	85839225	85876407
NM_001256727	chr2	+	85839225	85876407
NR_138131	chr2	+	85581842	85618875
NR_138132	chr2	+	85581842	85618875
NR_138133	chr2	+	85581842	85618875
NM_001256725	chr2	+	85843214	85876407
NM_001256726	chr2	+	85843214	85876407
NM_001135022	chr2	+	85581842	85618875
NM_001135021	chr2	+	85581842	85618875
NR_046347	chr2	+	85829964	85876407
NM_001329791	chr2	+	85581842	85618875
NM_001329793	chr2	+	85581842	85618875
NM_001329792	chr2	+	85581842	85618875
NM_001135023	chr2	+	85581842	85618875
NR_146461	chr2	+	87754945	87821037
NR_146460	chr2	+	87769468	87821037
NR_024206	chr2	+	87754945	87821037
NR_024204	chr2	+	87754945	87821037
NM_001078170	chr2	+	87140934	87239861
NM_001024457	chr2	+	87144737	87241099
NR_024205	chr2	+	87754945	87821037
NM_144563	chr2	+	88991175	89050452
NM_018271	chr2	+	88472657	88486156
NR_110236	chr2	+	88838237	88875128
NM_001244676	chr2	+	88469813	88486156
NM_001244678	chr2	+	88469813	88486156
NM_001165977	chr2	+	95940195	95957055
NM_001165978	chr2	+	95940195	95957055
NM_001321070	chr2	+	95940195	95957055
NM_016044	chr2	+	96068447	96078879
NM_144707	chr2	+	95940195	95957055
NM_001163524	chr2	+	96991944	96994091
NM_001163523	chr2	+	96991068	96994091
NM_178495	chr2	+	96991934	96994091
NM_001324490	chr2	+	96991934	96994091
NM_001008949	chr2	+	96991061	96994091
NM_198555	chr2	+	97778889	97784685
NM_001351368	chr2	+	98286205	98319529
NR_038386	chr2	+	98286205	98319529
NM_001354587	chr2	+	97778889	97930257
NM_001351427	chr2	+	99062472	99207496
NM_144992	chr2	+	98703594	98929410
NM_004027	chr2	+	99061320	99207496
NM_001351428	chr2	+	99062472	99207496
NR_144297	chr2	+	98703594	98853268
NR_144298	chr2	+	98703594	98853268
NR_144296	chr2	+	98703594	98929410
NM_001345864	chr2	+	98765957	98929410
NM_001351429	chr2	+	99062472	99207496
NM_001351424	chr2	+	99061049	99198284
NM_001351425	chr2	+	99061320	99207496
NM_001566	chr2	+	99061320	99198284
NM_001134225	chr2	+	99061320	99207496
NM_001351426	chr2	+	99062472	99207496
NM_001134224	chr2	+	99061320	99207496
NM_015904	chr2	+	99953833	100016728
NM_024065	chr2	+	101179417	101193201
NM_002518	chr2	+	101436612	101613287
NM_001242559	chr2	+	102314537	102511152
NM_004834	chr2	+	102314164	102511152
NM_004633	chr2	+	102608305	102644884
NM_001242560	chr2	+	102314164	102511152
NR_048564	chr2	+	102615423	102644884
NM_145687	chr2	+	102314537	102511152
NM_145686	chr2	+	102314164	102511152
NM_001261419	chr2	+	102608305	102641218
NM_003048	chr2	+	103235992	103327809
NM_001321346	chr2	+	103353364	103434138
NM_001321345	chr2	+	103353364	103434138
NM_001321344	chr2	+	103353364	103434138
NM_001321343	chr2	+	103353364	103434138
